Jogador,ID_Jogador,Numero,Idade,Nacionalidade,No_plantel,Jogos,Gols,Assistencias,Cartoes_amarelos,Expulsoes_dois_amarelos,Expulsoes_vermelho_direto,Suplente_utilizado,Substituicoes,Pontos_por_jogo,Minutos_jogados,Identifier,Camp,Ano,Time
Alemão,560417,35,24,,12,9,1,-,2,-,-,6,2,"1,56",335',BRA1_2023,BRA1,2023,SC Internacional
Enner Valencia,139503,13,32,,23,22,9,1,4,-,-,4,12,"1,41",1.449',BRA1_2023,BRA1,2023,SC Internacional
Carlos de Pena,257740,14,30,,32,27,2,-,4,1,-,11,7,"1,22",1.423',BRA1_2023,BRA1,2023,SC Internacional
Lucca,982549,45,19,,36,19,-,1,2,-,1,15,3,"1,26",540',BRA1_2023,BRA1,2023,SC Internacional
Pedro Henrique,213368,28,32,,28,26,3,2,4,-,-,12,11,"1,46",1.270',BRA1_2023,BRA1,2023,SC Internacional
Jean Dias,788362,38,31,,22,10,1,1,1,-,-,9,2,"1,80",314',BRA1_2023,BRA1,2023,SC Internacional
Luiz Adriano,48974,9,35,,35,29,3,1,1,-,1,12,15,"1,28",1.333',BRA1_2023,BRA1,2023,SC Internacional
Gabriel Barros,738507,42,20,,31,5,-,1,1,-,-,3,2,"1,20",177',BRA1_2023,BRA1,2023,SC Internacional
Weverton,69400,21,33,,34,34,-,-,-,-,-,-,-,"2,18",3.060',BRA1_2022,BRA1,2022,SE Palmeiras
Vinícius,286772,1,27,,10,1,-,-,-,-,-,-,-,"0,00",90',BRA1_2022,BRA1,2022,SE Palmeiras
Kaique Pereira,964590,-,18,,1,Não foi utilizado nesta temporada,-,-,-,-,-,-,-,0,-,BRA1_2022,BRA1,2022,SE Palmeiras
Marcelo Lomba,53015,42,34,,37,3,-,-,1,-,-,-,-,"2,33",270',BRA1_2022,BRA1,2022,SE Palmeiras
Mateus,813121,31,19,,-,Não esteve no plantel nesta temporada,-,-,-,-,-,-,-,0,-,BRA1_2022,BRA1,2022,SE Palmeiras
Joaquín Piquerez,496268,22,22,,28,26,-,2,5,-,-,-,8,"2,19",2.235',BRA1_2022,BRA1,2022,SE Palmeiras
Murilo,458710,26,24,,35,32,5,1,7,-,-,-,2,"2,09",2.839',BRA1_2022,BRA1,2022,SE Palmeiras
Gustavo Gómez,215390,15,28,,30,30,9,-,9,-,-,-,-,"2,20",2.700',BRA1_2022,BRA1,2022,SE Palmeiras
Vanderlan,816129,36,18,,32,13,1,1,1,-,-,6,1,"2,31",648',BRA1_2022,BRA1,2022,SE Palmeiras
Mayke,147361,12,28,,33,28,3,-,2,-,-,13,9,"2,18",1.461',BRA1_2022,BRA1,2022,SE Palmeiras
Renan,662325,3,19,,-,Não esteve no plantel nesta temporada,-,-,-,-,-,-,-,0,-,BRA1_2022,BRA1,2022,SE Palmeiras
Benjamín Kuscevic,340840,4,25,,21,5,-,1,-,-,-,2,-,"2,60",294',BRA1_2022,BRA1,2022,SE Palmeiras
Garcia,574758,32,19,,22,4,-,-,1,-,-,4,-,"2,25",93',BRA1_2022,BRA1,2022,SE Palmeiras
Naves,964591,45,19,,10,2,-,-,-,-,-,2,-,"3,00",38',BRA1_2022,BRA1,2022,SE Palmeiras
Luan,178984,13,28,,30,16,-,2,2,-,-,2,2,"2,31",1.226',BRA1_2022,BRA1,2022,SE Palmeiras
Jorge,345084,6,25,,23,9,-,-,1,-,-,4,2,"2,00",467',BRA1_2022,BRA1,2022,SE Palmeiras
Lucas Freitas,809716,34,20,,2,Não foi utilizado nesta temporada,-,-,-,-,-,-,-,0,-,BRA1_2022,BRA1,2022,SE Palmeiras
Marcos Rocha,75435,2,32,,32,28,-,4,4,-,-,-,10,"2,18",2.256',BRA1_2022,BRA1,2022,SE Palmeiras
Danilo,808509,28,20,,34,34,1,2,5,-,1,1,13,"2,15",2.756',BRA1_2022,BRA1,2022,SE Palmeiras
Raphael Veiga,432953,23,26,,19,19,3,3,1,-,-,2,14,"1,84",1.272',BRA1_2022,BRA1,2022,SE Palmeiras
Gustavo Scarpa,330085,14,27,,36,35,7,13,3,-,-,4,18,"2,11",2.589',BRA1_2022,BRA1,2022,SE Palmeiras
Gabriel Menino,608216,25,20,,34,27,1,1,3,-,1,21,5,"2,26",905',BRA1_2022,BRA1,2022,SE Palmeiras
Fabinho,627230,35,19,,17,4,-,-,1,-,-,4,-,"2,50",65',BRA1_2022,BRA1,2022,SE Palmeiras
Jhon Jhon,964582,40,18,,4,Não foi utilizado nesta temporada,-,-,-,-,-,-,-,0,-,BRA1_2022,BRA1,2022,SE Palmeiras
Zé Rafael,225432,8,28,,33,33,3,1,10,1,-,2,12,"2,15",2.578',BRA1_2022,BRA1,2022,SE Palmeiras
Eduard Atuesta,469135,20,24,,36,26,1,-,4,-,-,21,4,"2,19",642',BRA1_2022,BRA1,2022,SE Palmeiras
Jailson,366948,30,25,,4,2,-,-,-,-,-,2,-,"1,00",17',BRA1_2022,BRA1,2022,SE Palmeiras
Patrick de Paula,737821,5,21,,-,Não esteve no plantel nesta temporada,-,-,-,-,-,-,-,0,-,BRA1_2022,BRA1,2022,SE Palmeiras
Pedro Bicalho,637808,38,20,,9,1,-,-,-,-,-,1,-,"1,00",2',BRA1_2022,BRA1,2022,SE Palmeiras
Endrick,971570,16,14,,11,7,3,1,1,-,-,4,3,"2,29",307',BRA1_2022,BRA1,2022,SE Palmeiras
José Manuel López,844797,-,20,,18,12,2,-,3,-,-,7,4,"1,92",543',BRA1_2022,BRA1,2022,SE Palmeiras
Wesley,674732,11,22,,37,19,1,1,2,-,-,13,5,"2,16",641',BRA1_2022,BRA1,2022,SE Palmeiras
Giovani,749560,17,17,,6,2,-,-,-,-,-,2,-,"0,00",33',BRA1_2022,BRA1,2022,SE Palmeiras
Miguel Merentiel,481367,9,25,,21,9,2,-,-,-,-,7,2,"2,11",233',BRA1_2022,BRA1,2022,SE Palmeiras
Rony,371009,10,26,,33,33,12,2,3,-,-,4,25,"2,06",2.409',BRA1_2022,BRA1,2022,SE Palmeiras
Gabriel Veron,627221,27,18,,12,12,1,3,-,-,-,5,7,"1,83",570',BRA1_2022,BRA1,2022,SE Palmeiras
Rafael Navarro,371267,29,21,,34,23,-,1,-,-,-,19,3,"2,00",705',BRA1_2022,BRA1,2022,SE Palmeiras
Dudu,114937,7,29,,38,38,7,8,2,-,-,2,32,"2,13",2.844',BRA1_2022,BRA1,2022,SE Palmeiras
Bruno Tabata,438202,-,24,,16,13,-,1,-,-,-,9,4,"2,15",465',BRA1_2022,BRA1,2022,SE Palmeiras
Breno Lopes,542598,19,25,,38,23,1,-,2,-,-,22,1,"2,39",312',BRA1_2022,BRA1,2022,SE Palmeiras
Gabriel Silva,627224,49,19,,3,1,-,-,-,-,-,1,-,"1,00",11',BRA1_2022,BRA1,2022,SE Palmeiras
Deyverson,243541,16,30,,-,Não esteve no plantel nesta temporada,-,-,-,-,-,-,-,0,-,BRA1_2022,BRA1,2022,SE Palmeiras
Weverton,69400,21,34,,35,35,-,-,2,-,-,-,-,"1,91",3.150',BRA1_2023,BRA1,2023,SE Palmeiras
Vinícius,286772,1,28,,2,Não foi utilizado nesta temporada,-,-,-,-,-,-,-,0,-,BRA1_2023,BRA1,2023,SE Palmeiras
Kaique Pereira,964590,51,19,,4,Não foi utilizado nesta temporada,-,-,-,-,-,-,-,0,-,BRA1_2023,BRA1,2023,SE Palmeiras
Marcelo Lomba,53015,42,35,,38,3,-,-,-,-,-,-,-,"1,00",270',BRA1_2023,BRA1,2023,SE Palmeiras
Mateus,813121,24,20,,4,Não foi utilizado nesta temporada,-,-,-,-,-,-,-,0,-,BRA1_2023,BRA1,2023,SE Palmeiras
Joaquín Piquerez,496268,22,23,,30,29,3,5,5,-,-,-,4,"2,07",2.530',BRA1_2023,BRA1,2023,SE Palmeiras
Murilo,458710,26,25,,27,25,3,2,4,1,-,1,1,"1,96",2.166',BRA1_2023,BRA1,2023,SE Palmeiras
Gustavo Gómez,215390,15,29,,32,32,2,3,10,-,2,-,1,"1,72",2.762',BRA1_2023,BRA1,2023,SE Palmeiras
Vanderlan,816129,6,19,,37,14,-,2,5,-,-,5,1,"1,29",905',BRA1_2023,BRA1,2023,SE Palmeiras
Mayke,147361,12,29,,33,33,1,6,6,-,-,5,9,"1,88",2.503',BRA1_2023,BRA1,2023,SE Palmeiras
Benjamín Kuscevic,340840,4,26,,-,Não esteve no plantel nesta temporada,-,-,-,-,-,-,-,0,-,BRA1_2023,BRA1,2023,SE Palmeiras
Garcia,574758,32,20,,29,5,-,-,1,1,-,2,-,"1,60",292',BRA1_2023,BRA1,2023,SE Palmeiras
Naves,964591,34,20,,33,10,-,-,1,-,-,5,3,"1,60",527',BRA1_2023,BRA1,2023,SE Palmeiras
Luan,178984,13,29,,35,23,1,1,5,-,-,2,3,"1,91",1.819',BRA1_2023,BRA1,2023,SE Palmeiras
Michel,887834,33,19,,1,Não foi utilizado nesta temporada,-,-,-,-,-,-,-,0,-,BRA1_2023,BRA1,2023,SE Palmeiras
Marcos Rocha,75435,2,33,,28,20,1,1,1,-,-,5,7,"2,20",1.265',BRA1_2023,BRA1,2023,SE Palmeiras
Ian Custódio,886564,36,19,,1,1,-,-,-,-,-,1,-,"0,00",16',BRA1_2023,BRA1,2023,SE Palmeiras
Ney Silva,1082539,57,17,,1,Não foi utilizado nesta temporada,-,-,-,-,-,-,-,0,-,BRA1_2023,BRA1,2023,SE Palmeiras
Raphael Veiga,432953,23,27,,31,31,9,7,5,-,-,1,22,"2,00",2.474',BRA1_2023,BRA1,2023,SE Palmeiras
Richard Ríos,735573,27,22,,37,37,2,1,6,-,-,17,14,"1,89",1.848',BRA1_2023,BRA1,2023,SE Palmeiras
Gabriel Menino,608216,25,21,,24,24,2,3,5,-,-,3,16,"1,71",1.608',BRA1_2023,BRA1,2023,SE Palmeiras
Fabinho,627230,35,20,,38,24,-,-,2,-,-,21,3,"2,00",571',BRA1_2023,BRA1,2023,SE Palmeiras
Jhon Jhon,964582,40,19,,36,20,-,1,5,-,-,12,2,"1,75",880',BRA1_2023,BRA1,2023,SE Palmeiras
Zé Rafael,225432,8,29,,31,31,3,3,10,-,-,-,16,"1,97",2.581',BRA1_2023,BRA1,2023,SE Palmeiras
Eduard Atuesta,469135,20,25,,4,1,-,-,-,-,-,1,-,"1,00",4',BRA1_2023,BRA1,2023,SE Palmeiras
Jailson,366948,30,26,,27,8,-,1,-,-,-,7,1,"2,25",158',BRA1_2023,BRA1,2023,SE Palmeiras
Léo Azevedo,1082639,45,18,,1,Não foi utilizado nesta temporada,-,-,-,-,-,-,-,0,-,BRA1_2023,BRA1,2023,SE Palmeiras
Pedro Lima,816135,50,19,,-,Não esteve no plantel nesta temporada,-,-,-,-,-,-,-,0,-,BRA1_2023,BRA1,2023,SE Palmeiras
Estêvão,1056993,41,15,,3,1,-,-,-,-,-,1,-,"1,00",12',BRA1_2023,BRA1,2023,SE Palmeiras
Endrick,971570,9,15,,37,31,11,-,4,-,-,13,14,"1,58",1.560',BRA1_2023,BRA1,2023,SE Palmeiras
Luis Guilherme,991800,31,16,,25,19,-,-,-,-,-,15,4,"1,32",568',BRA1_2023,BRA1,2023,SE Palmeiras
Kevin,900195,37,19,,24,7,-,-,2,-,-,5,2,"1,29",228',BRA1_2023,BRA1,2023,SE Palmeiras
José Manuel López,844797,18,21,,37,22,5,-,3,-,-,17,5,"1,82",580',BRA1_2023,BRA1,2023,SE Palmeiras
Artur,440658,14,24,,36,31,5,2,2,-,-,9,18,"2,03",1.906',BRA1_2023,BRA1,2023,SE Palmeiras
Giovani,749560,17,18,,5,2,-,-,-,-,-,2,-,"1,50",13',BRA1_2023,BRA1,2023,SE Palmeiras
Miguel Merentiel,481367,-,26,,-,Não esteve no plantel nesta temporada,-,-,-,-,-,-,-,0,-,BRA1_2023,BRA1,2023,SE Palmeiras
Rony,371009,10,27,,30,30,5,-,3,-,-,11,14,"1,93",1.641',BRA1_2023,BRA1,2023,SE Palmeiras
Rafael Navarro,371267,29,22,,12,3,1,-,1,-,-,2,1,"2,33",124',BRA1_2023,BRA1,2023,SE Palmeiras
Dudu,114937,7,30,,14,14,3,3,-,-,-,-,10,"1,86",1.086',BRA1_2023,BRA1,2023,SE Palmeiras
Bruno Tabata,438202,11,25,,9,5,-,-,-,-,-,4,1,"1,40",121',BRA1_2023,BRA1,2023,SE Palmeiras
Breno Lopes,542598,19,26,,38,31,5,3,1,-,-,17,13,"1,90",1.362',BRA1_2023,BRA1,2023,SE Palmeiras
Kauan Santos,1082538,47,18,,1,1,-,-,-,-,-,1,-,"0,00",1',BRA1_2023,BRA1,2023,SE Palmeiras
John Victor,432914,22,25,,29,1,-,-,-,-,-,-,-,"0,00",90',BRA1_2022,BRA1,2022,Santos FC
João Paulo,275412,34,26,,37,37,-,-,5,-,-,-,-,"1,24",3.330',BRA1_2022,BRA1,2022,Santos FC
Diógenes,907359,52,20,,6,Não foi utilizado nesta temporada,-,-,-,-,-,-,-,0,-,BRA1_2022,BRA1,2022,Santos FC
Paulo Mazoti,813111,50,20,,6,Não foi utilizado nesta temporada,-,-,-,-,-,-,-,0,-,BRA1_2022,BRA1,2022,Santos FC
Jair Cunha,984096,-,16,,3,Não foi utilizado nesta temporada,-,-,-,-,-,-,-,0,-,BRA1_2022,BRA1,2022,Santos FC
Felipe Jonatan,587786,3,23,,35,26,-,2,3,-,-,2,5,"1,27",2.075',BRA1_2022,BRA1,2022,Santos FC
Nathan,740273,-,19,,15,9,-,-,1,-,1,2,4,"1,00",626',BRA1_2022,BRA1,2022,Santos FC
Lucas Pires,927768,44,20,,30,20,-,1,2,-,1,5,-,"0,80",1.453',BRA1_2022,BRA1,2022,Santos FC
Kaiky,743589,28,17,,7,1,-,-,-,-,-,-,-,"1,00",90',BRA1_2022,BRA1,2022,Santos FC
Eduardo Bauermann,294804,4,25,,35,33,1,1,7,-,-,-,1,"1,36",2.970',BRA1_2022,BRA1,2022,Santos FC
Kevyson,1032891,-,17,,7,Não foi utilizado nesta temporada,-,-,-,-,-,-,-,0,-,BRA1_2022,BRA1,2022,Santos FC
Luiz Felipe,373150,2,27,,33,13,1,1,3,-,-,3,1,"1,54",981',BRA1_2022,BRA1,2022,Santos FC
Alex,628223,-,22,,11,4,1,-,1,-,-,-,1,"1,00",336',BRA1_2022,BRA1,2022,Santos FC
Madson,177845,13,29,,27,27,3,2,6,-,-,2,8,"1,30",2.144',BRA1_2022,BRA1,2022,Santos FC
Auro,294796,27,25,,20,8,-,-,3,-,-,3,5,"1,00",388',BRA1_2022,BRA1,2022,Santos FC
Emiliano Velázquez,189458,61,27,,14,9,-,-,-,-,-,4,-,"1,22",540',BRA1_2022,BRA1,2022,Santos FC
Maicon,84695,33,32,,24,23,-,2,1,-,-,-,3,"1,22",1.921',BRA1_2022,BRA1,2022,Santos FC
Leonardo Zabala,661852,-,19,,2,Não foi utilizado nesta temporada,-,-,-,-,-,-,-,0,-,BRA1_2022,BRA1,2022,Santos FC
Robson Reis,816143,26,21,,-,Não esteve no plantel nesta temporada,-,-,-,-,-,-,-,0,-,BRA1_2022,BRA1,2022,Santos FC
Derick,574764,-,19,,5,1,-,-,-,-,-,1,-,"0,00",19',BRA1_2022,BRA1,2022,Santos FC
Zanocelo,646404,25,20,,34,28,3,-,9,-,-,2,21,"1,46",2.021',BRA1_2022,BRA1,2022,Santos FC
Gabriel Pirani,813107,20,19,,9,3,-,-,-,-,-,3,-,"0,67",45',BRA1_2022,BRA1,2022,Santos FC
Sandry,574768,6,18,,31,22,-,1,2,-,-,18,2,"1,05",677',BRA1_2022,BRA1,2022,Santos FC
Rodrigo Fernández Cedrés,458047,14,25,,30,29,-,-,15,-,-,1,12,"1,31",2.319',BRA1_2022,BRA1,2022,Santos FC
Jhojan Julio,390926,8,23,,33,14,-,2,2,-,-,2,10,"1,14",831',BRA1_2022,BRA1,2022,Santos FC
Willian Maranhão,538107,5,25,,10,4,-,-,-,-,-,3,-,"1,75",160',BRA1_2022,BRA1,2022,Santos FC
Miguelito,1063811,-,17,,3,2,-,-,-,-,-,2,-,"1,50",22',BRA1_2022,BRA1,2022,Santos FC
Ivonei,627232,-,19,,-,Não esteve no plantel nesta temporada,-,-,-,-,-,-,-,0,-,BRA1_2022,BRA1,2022,Santos FC
Vinicius Balieiro,813108,17,22,,18,5,-,-,-,-,-,5,-,"2,00",70',BRA1_2022,BRA1,2022,Santos FC
Ed Carlos,624870,-,20,,10,6,-,1,-,-,-,3,3,"1,00",263',BRA1_2022,BRA1,2022,Santos FC
Jobson,519875,-,25,,-,Não esteve no plantel nesta temporada,-,-,-,-,-,-,-,0,-,BRA1_2022,BRA1,2022,Santos FC
Bruno Oliveira,795578,40,23,,23,14,-,1,2,-,-,10,4,"1,21",440',BRA1_2022,BRA1,2022,Santos FC
Luan,313106,-,28,,13,8,1,1,-,-,-,4,3,"0,50",452',BRA1_2022,BRA1,2022,Santos FC
Gabriel Carabajal,280157,-,30,,13,8,1,-,2,-,-,1,7,"0,88",503',BRA1_2022,BRA1,2022,Santos FC
Camacho,97507,29,31,,35,26,1,1,8,-,-,8,8,"1,19",1.632',BRA1_2022,BRA1,2022,Santos FC
Luiz Henrique,631275,47,22,,-,Não esteve no plantel nesta temporada,-,-,-,-,-,-,-,0,-,BRA1_2022,BRA1,2022,Santos FC
Carlos Sánchez,74373,7,36,,22,14,-,1,3,-,-,4,10,"1,36",787',BRA1_2022,BRA1,2022,Santos FC
Marcos Leonardo,668267,9,18,,35,35,13,4,8,-,-,1,12,"1,23",2.893',BRA1_2022,BRA1,2022,Santos FC
Ângelo,743598,11,16,,27,27,1,7,5,-,-,11,10,"1,33",1.531',BRA1_2022,BRA1,2022,Santos FC
Yeferson Soteldo,312294,-,24,,7,7,-,1,1,-,-,-,2,"0,57",568',BRA1_2022,BRA1,2022,Santos FC
Rwan Cruz,973569,12,20,,28,17,2,1,1,-,-,15,1,"0,71",450',BRA1_2022,BRA1,2022,Santos FC
Lucas Barbosa,816144,21,20,,37,26,2,1,2,1,-,21,5,"1,35",757',BRA1_2022,BRA1,2022,Santos FC
Lucas Braga,606850,30,24,,34,33,5,1,3,-,-,11,9,"1,27",2.076',BRA1_2022,BRA1,2022,Santos FC
Léo Baptistão,221899,92,28,,17,17,5,2,1,-,-,1,16,"1,24",1.152',BRA1_2022,BRA1,2022,Santos FC
Marcos Guilherme,255989,23,25,,2,1,-,-,-,-,-,1,-,"3,00",28',BRA1_2022,BRA1,2022,Santos FC
Weslley Patati,959106,-,17,,3,1,-,-,-,-,-,1,-,"3,00",21',BRA1_2022,BRA1,2022,Santos FC
Tailson,646434,39,22,,8,3,-,-,-,-,-,3,-,"0,00",32',BRA1_2022,BRA1,2022,Santos FC
Bryan Angulo,319911,15,25,,27,16,2,1,-,-,-,11,4,"1,31",473',BRA1_2022,BRA1,2022,Santos FC
Ricardo Goulart,106076,10,30,,14,11,-,-,2,-,-,7,4,"1,18",399',BRA1_2022,BRA1,2022,Santos FC
Allanzinho,685768,49,21,,-,Não esteve no plantel nesta temporada,-,-,-,-,-,-,-,0,-,BRA1_2022,BRA1,2022,Santos FC
João Paulo,275412,34,27,,36,36,-,-,6,-,-,-,1,"1,19",3.212',BRA1_2023,BRA1,2023,Santos FC
Diógenes,907359,52,21,,9,Não foi utilizado nesta temporada,-,-,-,-,-,-,-,0,-,BRA1_2023,BRA1,2023,Santos FC
Vladimir,98930,1,32,,32,3,-,-,-,-,1,1,-,"0,33",208',BRA1_2023,BRA1,2023,Santos FC
Paulo Mazoti,813111,50,21,,4,Não foi utilizado nesta temporada,-,-,-,-,-,-,-,0,-,BRA1_2023,BRA1,2023,Santos FC
Jair Cunha,984096,-,17,,11,2,-,-,-,-,-,2,-,"1,50",30',BRA1_2023,BRA1,2023,Santos FC
Joaquim,860857,28,23,,35,31,1,4,6,-,-,-,2,"1,23",2.732',BRA1_2023,BRA1,2023,Santos FC
Felipe Jonatan,587786,3,24,,1,1,-,-,-,-,-,-,-,"0,00",90',BRA1_2023,BRA1,2023,Santos FC
Nathan,740273,-,20,,10,7,-,-,2,-,-,-,5,"1,29",496',BRA1_2023,BRA1,2023,Santos FC
João Lucas,672292,13,24,,33,15,-,1,1,-,-,6,6,"1,07",810',BRA1_2023,BRA1,2023,Santos FC
Lucas Pires,927768,44,21,,11,9,-,-,1,-,-,2,2,"1,00",610',BRA1_2023,BRA1,2023,Santos FC
Basso,410183,-,25,,15,14,-,-,1,-,-,-,2,"1,21",1.152',BRA1_2023,BRA1,2023,Santos FC
Eduardo Bauermann,294804,4,26,,3,3,1,-,-,-,1,-,-,"1,33",270',BRA1_2023,BRA1,2023,Santos FC
Kevyson,1032891,-,18,,23,17,-,-,1,-,-,5,8,"1,53",972',BRA1_2023,BRA1,2023,Santos FC
Luiz Felipe,373150,2,28,,14,1,-,-,-,-,-,1,-,"3,00",1',BRA1_2023,BRA1,2023,Santos FC
Messias,401539,24,27,,38,28,2,-,2,-,-,2,2,"1,18",2.392',BRA1_2023,BRA1,2023,Santos FC
Alex,628223,31,23,,12,6,-,-,1,-,-,1,-,"0,83",454',BRA1_2023,BRA1,2023,Santos FC
Dodô,109038,16,30,,19,18,-,1,4,-,-,-,7,"0,83",1.432',BRA1_2023,BRA1,2023,Santos FC
Gabriel Inocêncio,788402,12,27,,35,22,-,-,3,-,-,10,2,"0,86",1.270',BRA1_2023,BRA1,2023,Santos FC
Maicon,84695,33,33,,9,1,-,-,-,-,-,1,-,"1,00",45',BRA1_2023,BRA1,2023,Santos FC
Leonardo Zabala,661852,26,20,,-,Não esteve no plantel nesta temporada,-,-,-,-,-,-,-,0,-,BRA1_2023,BRA1,2023,Santos FC
Cadu,687678,40,20,,4,1,-,-,-,-,-,1,-,"0,00",15',BRA1_2023,BRA1,2023,Santos FC
Pedrinho,984094,-,20,,1,Não foi utilizado nesta temporada,-,-,-,-,-,-,-,0,-,BRA1_2023,BRA1,2023,Santos FC
Júnior Caiçara,112062,80,33,,15,5,-,-,1,-,-,4,1,"0,80",167',BRA1_2023,BRA1,2023,Santos FC
Jean Lucas,578872,8,24,,22,22,-,3,4,-,-,-,11,"1,23",1.817',BRA1_2023,BRA1,2023,Santos FC
Zanocelo,646404,-,21,,-,Não esteve no plantel nesta temporada,-,-,-,-,-,-,-,0,-,BRA1_2023,BRA1,2023,Santos FC
Gabriel Pirani,813107,18,20,,-,Não esteve no plantel nesta temporada,-,-,-,-,-,-,-,0,-,BRA1_2023,BRA1,2023,Santos FC
Sandry,574768,6,19,,11,5,-,-,2,-,-,3,2,"0,60",188',BRA1_2023,BRA1,2023,Santos FC
Nonato,546172,7,24,,19,14,1,-,3,-,-,7,7,"1,50",662',BRA1_2023,BRA1,2023,Santos FC
Rodrigo Fernández Cedrés,458047,14,26,,33,30,1,-,12,-,1,6,13,"1,00",2.023',BRA1_2023,BRA1,2023,Santos FC
Miguelito,1063811,-,18,,10,2,-,-,-,-,-,2,-,"0,50",33',BRA1_2023,BRA1,2023,Santos FC
Dodi,373174,19,26,,35,28,-,-,10,-,-,8,11,"1,14",1.723',BRA1_2023,BRA1,2023,Santos FC
Ivonei,627232,15,20,,5,1,-,-,-,-,-,1,-,"1,00",2',BRA1_2023,BRA1,2023,Santos FC
Vinicius Balieiro,813108,-,23,,5,3,-,-,-,-,-,3,-,"2,00",28',BRA1_2023,BRA1,2023,Santos FC
Lucas Lima,232847,23,31,,35,35,1,5,5,-,1,7,22,"1,14",2.220',BRA1_2023,BRA1,2023,Santos FC
Ed Carlos,624870,37,21,,5,4,-,-,-,-,-,4,-,"2,25",32',BRA1_2023,BRA1,2023,Santos FC
Luan Dias,739218,97,24,,12,8,-,-,3,-,-,7,1,"0,63",185',BRA1_2023,BRA1,2023,Santos FC
Alison,167825,5,29,,10,5,-,-,-,-,-,3,2,"2,20",135',BRA1_2023,BRA1,2023,Santos FC
Gabriel Carabajal,280157,-,31,,-,Não esteve no plantel nesta temporada,-,-,-,-,-,-,-,0,-,BRA1_2023,BRA1,2023,Santos FC
Tomás Rincón,75942,25,34,,16,16,2,1,5,-,-,2,6,"1,50",1.191',BRA1_2023,BRA1,2023,Santos FC
Camacho,97507,29,32,,31,11,-,-,3,1,-,7,5,"1,00",449',BRA1_2023,BRA1,2023,Santos FC
Balão,887479,35,19,,-,Não esteve no plantel nesta temporada,-,-,-,-,-,-,-,0,-,BRA1_2023,BRA1,2023,Santos FC
Marcos Leonardo,668267,9,19,,31,31,13,2,3,-,-,1,16,"1,03",2.604',BRA1_2023,BRA1,2023,Santos FC
Ângelo,743598,-,17,,12,12,2,-,1,-,-,7,5,"1,08",544',BRA1_2023,BRA1,2023,Santos FC
Deivid Washington,1082850,-,17,,16,9,2,-,2,-,-,4,3,"1,00",425',BRA1_2023,BRA1,2023,Santos FC
Yeferson Soteldo,312294,10,25,,22,22,1,6,3,1,1,5,9,"1,09",1.562',BRA1_2023,BRA1,2023,Santos FC
Rwan Cruz,973569,-,21,,-,Não esteve no plantel nesta temporada,-,-,-,-,-,-,-,0,-,BRA1_2023,BRA1,2023,Santos FC
Lucas Barbosa,816144,21,21,,8,4,-,-,-,-,-,3,1,"1,00",102',BRA1_2023,BRA1,2023,Santos FC
Maximiliano Silvera,365827,17,24,,16,12,1,1,-,-,-,9,3,"1,33",443',BRA1_2023,BRA1,2023,Santos FC
Alfredo Morelos,338962,22,26,,7,3,-,-,2,-,-,2,1,"1,00",76',BRA1_2023,BRA1,2023,Santos FC
Daniel Ruiz Rivera,650833,-,20,,12,9,-,-,1,-,-,7,2,"1,33",241',BRA1_2023,BRA1,2023,Santos FC
Lucas Braga,606850,30,25,,28,27,-,-,3,1,-,5,9,"1,30",1.993',BRA1_2023,BRA1,2023,Santos FC
Stiven Mendoza,131101,20,30,,29,26,6,2,4,-,-,7,9,"1,08",1.676',BRA1_2023,BRA1,2023,Santos FC
Weslley Patati,959106,43,18,,27,9,-,-,-,-,-,9,-,"0,11",127',BRA1_2023,BRA1,2023,Santos FC
Julio Furch,149393,11,32,,22,22,3,-,2,-,-,17,5,"1,18",599',BRA1_2023,BRA1,2023,Santos FC
Raniel,349583,99,26,,-,Não esteve no plantel nesta temporada,-,-,-,-,-,-,-,0,-,BRA1_2023,BRA1,2023,Santos FC
Bruno Mezenga,54044,88,33,,25,9,-,-,1,-,-,9,-,"0,67",160',BRA1_2023,BRA1,2023,Santos FC
Rafael,68097,23,33,,38,33,-,-,1,-,-,-,-,"1,42",2.970',BRA1_2023,BRA1,2023,São Paulo FC
Jandrei,512344,93,29,,31,5,-,-,1,-,-,-,-,"1,20",450',BRA1_2023,BRA1,2023,São Paulo FC
Young,894532,50,20,,3,Não foi utilizado nesta temporada,-,-,-,-,-,-,-,0,-,BRA1_2023,BRA1,2023,São Paulo FC
Felipe Alves,189682,1,34,,2,Não foi utilizado nesta temporada,-,-,-,-,-,-,-,0,-,BRA1_2023,BRA1,2023,São Paulo FC
Leandro Mathias,838386,40,17,,3,Não foi utilizado nesta temporada,-,-,-,-,-,-,-,0,-,BRA1_2023,BRA1,2023,São Paulo FC
Lucas Beraldo,872171,35,18,,31,24,1,-,7,-,-,-,-,"1,54",2.160',BRA1_2023,BRA1,2023,São Paulo FC
Diego Costa,546212,4,22,,33,23,-,-,6,-,-,3,1,"1,48",1.744',BRA1_2023,BRA1,2023,São Paulo FC
Alan Franco,503343,28,25,,34,13,1,1,3,-,-,1,1,"1,31",1.129',BRA1_2023,BRA1,2023,São Paulo FC
Welington,729264,6,21,,23,16,-,-,2,-,-,5,6,"1,69",936',BRA1_2023,BRA1,2023,São Paulo FC
Nahuel Ferraresi,466336,3,23,,11,1,-,-,-,-,-,1,-,"1,00",1',BRA1_2023,BRA1,2023,São Paulo FC
